dataset,session_id,role,model_split,feature_set,sample_rate_hz,tensor_relative_path,included_streams,stream_dims,stream_source_rates,stream_alignment_methods,n_features,aligned_len,target_n_values,target_valid_count,target_nan_count,dropped_target_tail_frames,transform_method,transform_scope,transform_suffix,source_tensor_relative_path,normalizer_path,reducer_path,variance_path
noxij,108,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/108/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16100,16106,16100,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/108/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,109,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/109/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,23150,23158,23150,0,8,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/109/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,109,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/109/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,23150,23158,23150,0,8,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/109/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,110,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/110/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22150,22167,22150,0,17,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/110/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,110,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/110/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,22150,22167,22150,0,17,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/110/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,111,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/111/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,26450,26456,26450,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/111/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,111,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/111/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,26450,26456,26450,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/111/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,112,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/112/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17025,17041,17025,0,16,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/112/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,112,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/112/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17025,17041,17025,0,16,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/112/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,113,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/113/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16175,16200,16175,0,25,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/113/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,113,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/113/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16175,16200,16175,0,25,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/113/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,114,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/114/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,23475,23482,23475,0,7,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/114/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,114,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/114/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,23475,23481,23475,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/114/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,115,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/115/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17000,17006,17000,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/115/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,115,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/115/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,17000,17006,17000,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/115/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,116,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/116/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16250,16268,16250,0,18,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/116/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,116,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/116/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16250,16268,16250,0,18,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/116/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,117,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/117/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,15625,15646,15625,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/117/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,117,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/117/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,15625,15646,15625,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/117/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,118,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/118/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,19050,19068,19050,0,18,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/118/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,118,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/118/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,19050,19068,19050,0,18,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/118/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,119,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/119/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16450,16454,16450,0,4,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/119/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,119,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/119/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,16450,16454,16450,0,4,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/119/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,120,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/120/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,19500,19519,19500,0,19,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/120/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,120,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/120/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,19500,19519,19500,0,19,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/120/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,133,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/133/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,28575,28594,28575,0,19,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/133/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,133,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/133/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,28575,28594,28575,0,19,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/133/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,134,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/134/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,24975,24983,24975,0,8,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/134/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,134,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/134/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,24975,24983,24975,0,8,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/134/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,135,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/135/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21075,21096,21075,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/135/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,135,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/135/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21075,21096,21075,0,21,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/135/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,136,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/136/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21607,21600,0,7,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/136/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,136,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/136/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21607,21600,0,7,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/136/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,137,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/137/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21623,21600,0,23,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/137/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,137,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/137/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21623,21600,0,23,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/137/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,138,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/138/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21613,21600,0,13,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/138/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,138,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/138/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,21600,21618,21600,0,18,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/138/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,139,expert,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/139/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,18925,18931,18925,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/139/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,139,novice,val_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/139/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,18925,18931,18925,0,6,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/139/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,140,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/140/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,20175,20190,20175,0,15,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/140/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,140,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/140/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,20175,20190,20175,0,15,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/140/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,141,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/141/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,30625,30645,30625,0,20,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/141/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,141,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/141/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,30625,30645,30625,0,20,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/141/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
noxij,142,expert,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/142/expert.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,24125,24139,24125,0,14,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/142/expert.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/expert/pca_explained_variance.csv
noxij,142,novice,train_internal,audio_egemaps,25.000,processed/transformed/audio_egemaps_pca8_by_role/noxij/142/novice.audio_egemaps.pca8_by_role.npz,audio.egemapsv2,88,25.000,audio.egemapsv2:truncate_frame_count_close,8,24125,24139,24125,0,14,pca,role_specific,pca8_by_role,processed/audio_egemaps_25hz/noxij/142/novice.audio_egemaps.25hz.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/normalizer.npz,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca.pkl,outputs/transforms/audio_egemaps_pca8_by_role/novice/pca_explained_variance.csv
