split,session_id,entity,feature,stream_header_file,has_binary_stream,sr,dim,num
train-cr,050,purple,openface2,purple.openface2.stream,1,30.000,714,28743
train-cr,050,purple,openface3,purple.openface3.stream,1,30.000,21,28743
train-cr,050,purple,openpose,purple.openpose.stream,1,30.000,139,28743
train-cr,050,purple,swin,purple.swin.stream,1,30.000,768,28743
train-cr,050,purple,videomae,purple.videomae.stream,1,30.000,1408,28743
train-cr,050,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,23954
train-cr,050,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,23950
train-cr,050,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,23950
train-cr,050,yellow,clip,yellow.clip.stream,1,30.000,512,28743
train-cr,050,yellow,dino,yellow.dino.stream,1,30.000,768,28743
train-cr,050,yellow,openface2,yellow.openface2.stream,1,30.000,714,28743
train-cr,050,yellow,openface3,yellow.openface3.stream,1,30.000,21,28743
train-cr,050,yellow,openpose,yellow.openpose.stream,1,30.000,139,28743
train-cr,050,yellow,swin,yellow.swin.stream,1,30.000,768,28743
train-cr,050,yellow,videomae,yellow.videomae.stream,1,30.000,1408,28743
train-cr,056,env,clip,env.clip.stream,1,30.000,512,11078
train-cr,056,env,dino,env.dino.stream,1,30.000,768,11078
train-cr,056,env,openface2,env.openface2.stream,1,30.000,714,11078
train-cr,056,env,openface3,env.openface3.stream,1,30.000,21,11078
train-cr,056,env,openpose,env.openpose.stream,1,30.000,139,11078
train-cr,056,env,swin,env.swin.stream,1,30.000,768,11078
train-cr,056,env,videomae,env.videomae.stream,1,30.000,1408,11078
train-cr,056,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,9233
train-cr,056,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,9225
train-cr,056,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,9225
train-cr,056,purple,clip,purple.clip.stream,1,30.000,512,11078
train-cr,056,purple,dino,purple.dino.stream,1,30.000,768,11078
train-cr,056,purple,openface2,purple.openface2.stream,1,30.000,714,11078
train-cr,056,purple,openface3,purple.openface3.stream,1,30.000,21,11078
train-cr,056,purple,openpose,purple.openpose.stream,1,30.000,139,11078
train-cr,056,purple,swin,purple.swin.stream,1,30.000,768,11078
train-cr,056,purple,videomae,purple.videomae.stream,1,30.000,1408,11078
train-cr,056,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,9234
train-cr,056,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,9225
train-cr,056,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,9225
train-cr,056,yellow,clip,yellow.clip.stream,1,30.000,512,11078
train-cr,056,yellow,dino,yellow.dino.stream,1,30.000,768,11078
train-cr,056,yellow,openface2,yellow.openface2.stream,1,30.000,714,11078
train-cr,056,yellow,openface3,yellow.openface3.stream,1,30.000,21,11078
train-cr,056,yellow,openpose,yellow.openpose.stream,1,30.000,139,11078
train-cr,056,yellow,swin,yellow.swin.stream,1,30.000,768,11078
train-cr,056,yellow,videomae,yellow.videomae.stream,1,30.000,1408,11078
train-cr,057,env,clip,env.clip.stream,1,30.000,512,51250
train-cr,057,env,dino,env.dino.stream,1,30.000,768,51250
train-cr,057,env,openface2,env.openface2.stream,1,30.000,714,51250
train-cr,057,env,openface3,env.openface3.stream,1,30.000,21,51250
train-cr,057,env,openpose,env.openpose.stream,1,30.000,139,51250
train-cr,057,env,swin,env.swin.stream,1,30.000,768,51250
train-cr,057,env,videomae,env.videomae.stream,1,30.000,1408,51250
train-cr,057,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,42710
train-cr,057,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,42700
train-cr,057,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,42700
train-cr,057,purple,clip,purple.clip.stream,1,30.000,512,51250
train-cr,057,purple,dino,purple.dino.stream,1,30.000,768,51250
train-cr,057,purple,openface2,purple.openface2.stream,1,30.000,714,51250
train-cr,057,purple,openface3,purple.openface3.stream,1,30.000,21,51250
train-cr,057,purple,openpose,purple.openpose.stream,1,30.000,139,51250
train-cr,057,purple,swin,purple.swin.stream,1,30.000,768,51250
train-cr,057,purple,videomae,purple.videomae.stream,1,30.000,1408,51250
train-cr,057,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,42710
train-cr,057,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,42700
train-cr,057,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,42700
train-cr,057,yellow,clip,yellow.clip.stream,1,30.000,512,51250
train-cr,057,yellow,dino,yellow.dino.stream,1,30.000,768,51250
train-cr,057,yellow,openface2,yellow.openface2.stream,1,30.000,714,51250
train-cr,057,yellow,openface3,yellow.openface3.stream,1,30.000,21,51250
train-cr,057,yellow,openpose,yellow.openpose.stream,1,30.000,139,51250
train-cr,057,yellow,swin,yellow.swin.stream,1,30.000,768,51250
train-cr,057,yellow,videomae,yellow.videomae.stream,1,30.000,1408,51250
train-cr,063,env,clip,env.clip.stream,1,30.000,512,71846
train-cr,063,env,dino,env.dino.stream,1,30.000,768,71846
train-cr,063,env,openface2,env.openface2.stream,1,30.000,714,71846
train-cr,063,env,openface3,env.openface3.stream,1,30.000,21,71846
train-cr,063,env,openpose,env.openpose.stream,1,30.000,139,71846
train-cr,063,env,swin,env.swin.stream,1,30.000,768,71846
train-cr,063,env,videomae,env.videomae.stream,1,30.000,1408,71846
train-cr,063,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,59874
train-cr,063,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,59850
train-cr,063,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,59850
train-cr,063,purple,clip,purple.clip.stream,1,30.000,512,71846
train-cr,063,purple,dino,purple.dino.stream,1,30.000,768,71846
train-cr,063,purple,openface2,purple.openface2.stream,1,30.000,714,71846
train-cr,063,purple,openface3,purple.openface3.stream,1,30.000,21,71846
train-cr,063,purple,openpose,purple.openpose.stream,1,30.000,139,71846
train-cr,063,purple,swin,purple.swin.stream,1,30.000,768,71846
train-cr,063,purple,videomae,purple.videomae.stream,1,30.000,1408,71846
train-cr,063,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,59873
train-cr,063,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,59850
train-cr,063,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,59850
train-cr,063,yellow,clip,yellow.clip.stream,1,30.000,512,71846
train-cr,063,yellow,dino,yellow.dino.stream,1,30.000,768,71846
train-cr,063,yellow,openface2,yellow.openface2.stream,1,30.000,714,71846
train-cr,063,yellow,openface3,yellow.openface3.stream,1,30.000,21,71846
train-cr,063,yellow,openpose,yellow.openpose.stream,1,30.000,139,71846
train-cr,063,yellow,swin,yellow.swin.stream,1,30.000,768,71846
train-cr,063,yellow,videomae,yellow.videomae.stream,1,30.000,1408,71846
train-cr,067,env,clip,env.clip.stream,1,30.000,512,31270
train-cr,067,env,dino,env.dino.stream,1,30.000,768,31270
train-cr,067,env,openface2,env.openface2.stream,1,30.000,714,31270
train-cr,067,env,openface3,env.openface3.stream,1,30.000,21,31270
train-cr,067,env,openpose,env.openpose.stream,1,30.000,139,31270
train-cr,067,env,swin,env.swin.stream,1,30.000,768,31270
train-cr,067,env,videomae,env.videomae.stream,1,30.000,1408,31270
train-cr,067,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,26061
train-cr,067,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,26050
train-cr,067,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,26050
train-cr,067,purple,clip,purple.clip.stream,1,30.000,512,31270
train-cr,067,purple,dino,purple.dino.stream,1,30.000,768,31270
train-cr,067,purple,openface2,purple.openface2.stream,1,30.000,714,31270
train-cr,067,purple,openface3,purple.openface3.stream,1,30.000,21,31270
train-cr,067,purple,openpose,purple.openpose.stream,1,30.000,139,31270
train-cr,067,purple,swin,purple.swin.stream,1,30.000,768,31270
train-cr,067,purple,videomae,purple.videomae.stream,1,30.000,1408,31270
train-cr,067,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,26060
train-cr,067,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,26050
train-cr,067,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,26050
train-cr,067,yellow,clip,yellow.clip.stream,1,30.000,512,31270
train-cr,067,yellow,dino,yellow.dino.stream,1,30.000,768,31270
train-cr,067,yellow,openface2,yellow.openface2.stream,1,30.000,714,31270
train-cr,067,yellow,openface3,yellow.openface3.stream,1,30.000,21,31270
train-cr,067,yellow,openpose,yellow.openpose.stream,1,30.000,139,31270
train-cr,067,yellow,swin,yellow.swin.stream,1,30.000,768,31270
train-cr,067,yellow,videomae,yellow.videomae.stream,1,30.000,1408,31270
train-cr,069,env,clip,env.clip.stream,1,30.000,512,59140
train-cr,069,env,dino,env.dino.stream,1,30.000,768,59140
train-cr,069,env,openface2,env.openface2.stream,1,30.000,714,59140
train-cr,069,env,openface3,env.openface3.stream,1,30.000,21,59140
train-cr,069,env,openpose,env.openpose.stream,1,30.000,139,59140
train-cr,069,env,swin,env.swin.stream,1,30.000,768,59140
train-cr,069,env,videomae,env.videomae.stream,1,30.000,1408,59140
train-cr,069,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,49286
train-cr,069,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,49275
train-cr,069,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,49275
train-cr,069,purple,clip,purple.clip.stream,1,30.000,512,59140
train-cr,069,purple,dino,purple.dino.stream,1,30.000,768,59140
train-cr,069,purple,openface2,purple.openface2.stream,1,30.000,714,59140
train-cr,069,purple,openface3,purple.openface3.stream,1,30.000,21,59140
train-cr,069,purple,openpose,purple.openpose.stream,1,30.000,139,59140
train-cr,069,purple,swin,purple.swin.stream,1,30.000,768,59140
train-cr,069,purple,videomae,purple.videomae.stream,1,30.000,1408,59140
train-cr,069,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,49285
train-cr,069,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,49275
train-cr,069,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,49275
train-cr,069,yellow,clip,yellow.clip.stream,1,30.000,512,59140
train-cr,069,yellow,dino,yellow.dino.stream,1,30.000,768,59140
train-cr,069,yellow,openface2,yellow.openface2.stream,1,30.000,714,59140
train-cr,069,yellow,openface3,yellow.openface3.stream,1,30.000,21,59140
train-cr,069,yellow,openpose,yellow.openpose.stream,1,30.000,139,59140
train-cr,069,yellow,swin,yellow.swin.stream,1,30.000,768,59140
train-cr,069,yellow,videomae,yellow.videomae.stream,1,30.000,1408,59140
val-cc,005,env,clip,env.clip.stream,1,30.000,512,15155
val-cc,005,env,dino,env.dino.stream,1,30.000,768,15155
val-cc,005,env,openface2,env.openface2.stream,1,30.000,714,15155
val-cc,005,env,openface3,env.openface3.stream,1,30.000,21,15155
val-cc,005,env,openpose,env.openpose.stream,1,30.000,139,15155
val-cc,005,env,swin,env.swin.stream,1,30.000,768,15155
val-cc,005,env,videomae,env.videomae.stream,1,30.000,1408,15155
val-cc,005,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,12630
val-cc,005,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,12625
val-cc,005,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,12625
val-cc,005,purple,clip,purple.clip.stream,1,30.000,512,15155
val-cc,005,purple,dino,purple.dino.stream,1,30.000,768,15155
val-cc,005,purple,openface2,purple.openface2.stream,1,30.000,714,15155
val-cc,005,purple,openface3,purple.openface3.stream,1,30.000,21,15155
val-cc,005,purple,openpose,purple.openpose.stream,1,30.000,139,15155
val-cc,005,purple,swin,purple.swin.stream,1,30.000,768,15155
val-cc,005,purple,videomae,purple.videomae.stream,1,30.000,1408,15155
val-cc,005,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,12630
val-cc,005,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,12625
val-cc,005,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,12625
val-cc,005,yellow,clip,yellow.clip.stream,1,30.000,512,15155
val-cc,005,yellow,dino,yellow.dino.stream,1,30.000,768,15155
val-cc,005,yellow,openface2,yellow.openface2.stream,1,30.000,714,15155
val-cc,005,yellow,openface3,yellow.openface3.stream,1,30.000,21,15155
val-cc,005,yellow,openpose,yellow.openpose.stream,1,30.000,139,15155
val-cc,005,yellow,swin,yellow.swin.stream,1,30.000,768,15155
val-cc,005,yellow,videomae,yellow.videomae.stream,1,30.000,1408,15155
val-cc,010,env,clip,env.clip.stream,1,30.000,512,59520
val-cc,010,env,dino,env.dino.stream,1,30.000,768,59520
val-cc,010,env,openface2,env.openface2.stream,1,30.000,714,59520
val-cc,010,env,openface3,env.openface3.stream,1,30.000,21,59520
val-cc,010,env,openpose,env.openpose.stream,1,30.000,139,59520
val-cc,010,env,swin,env.swin.stream,1,30.000,768,59520
val-cc,010,env,videomae,env.videomae.stream,1,30.000,1408,59520
val-cc,010,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,49602
val-cc,010,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,49600
val-cc,010,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,49600
val-cc,010,purple,clip,purple.clip.stream,1,30.000,512,59520
val-cc,010,purple,dino,purple.dino.stream,1,30.000,768,59520
val-cc,010,purple,openface2,purple.openface2.stream,1,30.000,714,59520
val-cc,010,purple,openface3,purple.openface3.stream,1,30.000,21,59520
val-cc,010,purple,openpose,purple.openpose.stream,1,30.000,139,59520
val-cc,010,purple,swin,purple.swin.stream,1,30.000,768,59520
val-cc,010,purple,videomae,purple.videomae.stream,1,30.000,1408,59520
val-cc,010,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,49602
val-cc,010,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,49600
val-cc,010,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,49600
val-cc,010,yellow,clip,yellow.clip.stream,1,30.000,512,59520
val-cc,010,yellow,dino,yellow.dino.stream,1,30.000,768,59520
val-cc,010,yellow,openface2,yellow.openface2.stream,1,30.000,714,59520
val-cc,010,yellow,openface3,yellow.openface3.stream,1,30.000,21,59520
val-cc,010,yellow,openpose,yellow.openpose.stream,1,30.000,139,59520
val-cc,010,yellow,swin,yellow.swin.stream,1,30.000,768,59520
val-cc,010,yellow,videomae,yellow.videomae.stream,1,30.000,1408,59520
val-cc,017,env,clip,env.clip.stream,1,30.000,512,17326
val-cc,017,env,dino,env.dino.stream,1,30.000,768,17326
val-cc,017,env,openface2,env.openface2.stream,1,30.000,714,17326
val-cc,017,env,openface3,env.openface3.stream,1,30.000,21,17326
val-cc,017,env,openpose,env.openpose.stream,1,30.000,139,17326
val-cc,017,env,swin,env.swin.stream,1,30.000,768,17326
val-cc,017,env,videomae,env.videomae.stream,1,30.000,1408,17326
val-cc,017,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,14440
val-cc,017,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,14425
val-cc,017,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,14425
val-cc,017,purple,clip,purple.clip.stream,1,30.000,512,17326
val-cc,017,purple,dino,purple.dino.stream,1,30.000,768,17326
val-cc,017,purple,openface2,purple.openface2.stream,1,30.000,714,17326
val-cc,017,purple,openface3,purple.openface3.stream,1,30.000,21,17326
val-cc,017,purple,openpose,purple.openpose.stream,1,30.000,139,17326
val-cc,017,purple,swin,purple.swin.stream,1,30.000,768,17326
val-cc,017,purple,videomae,purple.videomae.stream,1,30.000,1408,17326
val-cc,017,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,14441
val-cc,017,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,14425
val-cc,017,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,14425
val-cc,017,yellow,clip,yellow.clip.stream,1,30.000,512,17326
val-cc,017,yellow,dino,yellow.dino.stream,1,30.000,768,17326
val-cc,017,yellow,openface2,yellow.openface2.stream,1,30.000,714,17326
val-cc,017,yellow,openface3,yellow.openface3.stream,1,30.000,21,17326
val-cc,017,yellow,openpose,yellow.openpose.stream,1,30.000,139,17326
val-cc,017,yellow,swin,yellow.swin.stream,1,30.000,768,17326
val-cc,017,yellow,videomae,yellow.videomae.stream,1,30.000,1408,17326
val-cc,036,env,clip,env.clip.stream,1,30.000,512,23650
val-cc,036,env,dino,env.dino.stream,1,30.000,768,23650
val-cc,036,env,openface2,env.openface2.stream,1,30.000,714,23650
val-cc,036,env,openface3,env.openface3.stream,1,30.000,21,23650
val-cc,036,env,openpose,env.openpose.stream,1,30.000,139,23650
val-cc,036,env,swin,env.swin.stream,1,30.000,768,23650
val-cc,036,env,videomae,env.videomae.stream,1,30.000,1408,23650
val-cc,036,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,19710
val-cc,036,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,19700
val-cc,036,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,19700
val-cc,036,purple,clip,purple.clip.stream,1,30.000,512,23650
val-cc,036,purple,dino,purple.dino.stream,1,30.000,768,23650
val-cc,036,purple,openface2,purple.openface2.stream,1,30.000,714,23650
val-cc,036,purple,openface3,purple.openface3.stream,1,30.000,21,23650
val-cc,036,purple,openpose,purple.openpose.stream,1,30.000,139,23650
val-cc,036,purple,swin,purple.swin.stream,1,30.000,768,23650
val-cc,036,purple,videomae,purple.videomae.stream,1,30.000,1408,23650
val-cc,036,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,19711
val-cc,036,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,19700
val-cc,036,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,19700
val-cc,036,yellow,clip,yellow.clip.stream,1,30.000,512,23650
val-cc,036,yellow,dino,yellow.dino.stream,1,30.000,768,23650
val-cc,036,yellow,openface2,yellow.openface2.stream,1,30.000,714,23650
val-cc,036,yellow,openface3,yellow.openface3.stream,1,30.000,21,23650
val-cc,036,yellow,openpose,yellow.openpose.stream,1,30.000,139,23650
val-cc,036,yellow,swin,yellow.swin.stream,1,30.000,768,23650
val-cc,036,yellow,videomae,yellow.videomae.stream,1,30.000,1408,23650
val-cc,038,env,clip,env.clip.stream,1,30.000,512,69895
val-cc,038,env,dino,env.dino.stream,1,30.000,768,69895
val-cc,038,env,openface2,env.openface2.stream,1,30.000,714,69895
val-cc,038,env,openface3,env.openface3.stream,1,30.000,21,69895
val-cc,038,env,openpose,env.openpose.stream,1,30.000,139,69895
val-cc,038,env,swin,env.swin.stream,1,30.000,768,69895
val-cc,038,env,videomae,env.videomae.stream,1,30.000,1408,69895
val-cc,038,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,58248
val-cc,038,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,58225
val-cc,038,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,58225
val-cc,038,purple,clip,purple.clip.stream,1,30.000,512,69895
val-cc,038,purple,dino,purple.dino.stream,1,30.000,768,69895
val-cc,038,purple,openface2,purple.openface2.stream,1,30.000,714,69895
val-cc,038,purple,openface3,purple.openface3.stream,1,30.000,21,69895
val-cc,038,purple,openpose,purple.openpose.stream,1,30.000,139,69895
val-cc,038,purple,swin,purple.swin.stream,1,30.000,768,69895
val-cc,038,purple,videomae,purple.videomae.stream,1,30.000,1408,69895
val-cc,038,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,58248
val-cc,038,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,58225
val-cc,038,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,58225
val-cc,038,yellow,clip,yellow.clip.stream,1,30.000,512,69895
val-cc,038,yellow,dino,yellow.dino.stream,1,30.000,768,69895
val-cc,038,yellow,openface2,yellow.openface2.stream,1,30.000,714,69895
val-cc,038,yellow,openface3,yellow.openface3.stream,1,30.000,21,69895
val-cc,038,yellow,openpose,yellow.openpose.stream,1,30.000,139,69895
val-cc,038,yellow,swin,yellow.swin.stream,1,30.000,768,69895
val-cc,038,yellow,videomae,yellow.videomae.stream,1,30.000,1408,69895
val-cc,046,env,clip,env.clip.stream,1,30.000,512,25145
val-cc,046,env,dino,env.dino.stream,1,30.000,768,25145
val-cc,046,env,openface2,env.openface2.stream,1,30.000,714,25145
val-cc,046,env,openface3,env.openface3.stream,1,30.000,21,25145
val-cc,046,env,openpose,env.openpose.stream,1,30.000,139,25145
val-cc,046,env,swin,env.swin.stream,1,30.000,768,25145
val-cc,046,env,videomae,env.videomae.stream,1,30.000,1408,25145
val-cc,046,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,20956
val-cc,046,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,20950
val-cc,046,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,20950
val-cc,046,purple,clip,purple.clip.stream,1,30.000,512,25145
val-cc,046,purple,dino,purple.dino.stream,1,30.000,768,25145
val-cc,046,purple,openface2,purple.openface2.stream,1,30.000,714,25145
val-cc,046,purple,openface3,purple.openface3.stream,1,30.000,21,25145
val-cc,046,purple,openpose,purple.openpose.stream,1,30.000,139,25145
val-cc,046,purple,swin,purple.swin.stream,1,30.000,768,25145
val-cc,046,purple,videomae,purple.videomae.stream,1,30.000,1408,25145
val-cc,046,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,20956
val-cc,046,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,20950
val-cc,046,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,20950
val-cc,046,yellow,clip,yellow.clip.stream,1,30.000,512,25145
val-cc,046,yellow,dino,yellow.dino.stream,1,30.000,768,25145
val-cc,046,yellow,openface2,yellow.openface2.stream,1,30.000,714,25145
val-cc,046,yellow,openface3,yellow.openface3.stream,1,30.000,21,25145
val-cc,046,yellow,openpose,yellow.openpose.stream,1,30.000,139,25145
val-cc,046,yellow,swin,yellow.swin.stream,1,30.000,768,25145
val-cc,046,yellow,videomae,yellow.videomae.stream,1,30.000,1408,25145
val-cc,065,env,clip,env.clip.stream,1,30.000,512,71065
val-cc,065,env,dino,env.dino.stream,1,30.000,768,71065
val-cc,065,env,openface2,env.openface2.stream,1,30.000,714,71065
val-cc,065,env,openface3,env.openface3.stream,1,30.000,21,71065
val-cc,065,env,openpose,env.openpose.stream,1,30.000,139,71065
val-cc,065,env,swin,env.swin.stream,1,30.000,768,71065
val-cc,065,env,videomae,env.videomae.stream,1,30.000,1408,71065
val-cc,065,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,59222
val-cc,065,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,59200
val-cc,065,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,59200
val-cc,065,purple,clip,purple.clip.stream,1,30.000,512,71065
val-cc,065,purple,dino,purple.dino.stream,1,30.000,768,71065
val-cc,065,purple,openface2,purple.openface2.stream,1,30.000,714,71065
val-cc,065,purple,openface3,purple.openface3.stream,1,30.000,21,71065
val-cc,065,purple,openpose,purple.openpose.stream,1,30.000,139,71065
val-cc,065,purple,swin,purple.swin.stream,1,30.000,768,71065
val-cc,065,purple,videomae,purple.videomae.stream,1,30.000,1408,71065
val-cc,065,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,59222
val-cc,065,yellow,audio.w2vbert2_embeddings,yellow.audio.w2vbert2_embeddings.stream,1,25.000,1024,59200
val-cc,065,yellow,audio.xlm_roberta_embeddings,yellow.audio.xlm_roberta_embeddings.stream,1,25.000,768,59200
val-cc,065,yellow,clip,yellow.clip.stream,1,30.000,512,71065
val-cc,065,yellow,dino,yellow.dino.stream,1,30.000,768,71065
val-cc,065,yellow,openface2,yellow.openface2.stream,1,30.000,714,71065
val-cc,065,yellow,openface3,yellow.openface3.stream,1,30.000,21,71065
val-cc,065,yellow,openpose,yellow.openpose.stream,1,30.000,139,71065
val-cc,065,yellow,swin,yellow.swin.stream,1,30.000,768,71065
val-cc,065,yellow,videomae,yellow.videomae.stream,1,30.000,1408,71065
val-cr,014,env,clip,env.clip.stream,1,30.000,512,17512
val-cr,014,env,dino,env.dino.stream,1,30.000,768,17512
val-cr,014,env,openface2,env.openface2.stream,1,30.000,714,17512
val-cr,014,env,openface3,env.openface3.stream,1,30.000,21,17512
val-cr,014,env,openpose,env.openpose.stream,1,30.000,139,17512
val-cr,014,env,swin,env.swin.stream,1,30.000,768,17512
val-cr,014,env,videomae,env.videomae.stream,1,30.000,1408,17512
val-cr,014,purple,audio.egemapsv2,purple.audio.egemapsv2.stream,1,25.000,88,14595
val-cr,014,purple,audio.w2vbert2_embeddings,purple.audio.w2vbert2_embeddings.stream,1,25.000,1024,14575
val-cr,014,purple,audio.xlm_roberta_embeddings,purple.audio.xlm_roberta_embeddings.stream,1,25.000,768,14575
val-cr,014,purple,clip,purple.clip.stream,1,30.000,512,17512
val-cr,014,purple,dino,purple.dino.stream,1,30.000,768,17512
val-cr,014,purple,openface2,purple.openface2.stream,1,30.000,714,17512
val-cr,014,purple,openface3,purple.openface3.stream,1,30.000,21,17512
val-cr,014,purple,openpose,purple.openpose.stream,1,30.000,139,17512
val-cr,014,purple,swin,purple.swin.stream,1,30.000,768,17512
val-cr,014,purple,videomae,purple.videomae.stream,1,30.000,1408,17512
val-cr,014,yellow,audio.egemapsv2,yellow.audio.egemapsv2.stream,1,25.000,88,14595
