split,session_id,task,label,run_id,start_idx,end_idx,length_frames,length_seconds,prev_label,next_label
train-cc,042,task_engagement,goaloriented,1,1197,4737,3541,118.03333333,noplay,noplay
train-cc,042,task_engagement,noplay,2,4738,5164,427,14.23333333,goaloriented,goaloriented
train-cc,042,task_engagement,goaloriented,3,5165,5797,633,21.10000000,noplay,<END>
train-cc,042,social_engagement,solitary,0,0,1030,1031,34.36666667,<START>,parallel
train-cc,042,social_engagement,parallel,1,1031,1096,66,2.20000000,solitary,cooperative
train-cc,042,social_engagement,cooperative,2,1097,2905,1809,60.30000000,parallel,<END>
train-cc,043,task_engagement,noplay,0,0,1391,1392,46.40000000,<START>,aimless
train-cc,043,task_engagement,aimless,1,1392,2156,765,25.50000000,noplay,noplay
train-cc,043,task_engagement,noplay,2,2157,2211,55,1.83333333,aimless,aimless
train-cc,043,task_engagement,aimless,3,2212,3195,984,32.80000000,noplay,goaloriented
train-cc,043,task_engagement,goaloriented,4,3196,3691,496,16.53333333,aimless,aimless
train-cc,043,task_engagement,aimless,5,3692,6207,2516,83.86666667,goaloriented,goaloriented
train-cc,043,task_engagement,goaloriented,6,6208,6711,504,16.80000000,aimless,aimless
train-cc,043,task_engagement,aimless,7,6712,6967,256,8.53333333,goaloriented,noplay
train-cc,043,task_engagement,noplay,8,6968,7050,83,2.76666667,aimless,aimless
train-cc,043,task_engagement,aimless,9,7051,8131,1081,36.03333333,noplay,goaloriented
train-cc,043,task_engagement,goaloriented,10,8132,8774,643,21.43333333,aimless,aimless
train-cc,043,task_engagement,aimless,11,8775,10928,2154,71.80000000,goaloriented,goaloriented
train-cc,043,task_engagement,goaloriented,12,10929,11273,345,11.50000000,aimless,aimless
train-cc,043,task_engagement,aimless,13,11274,12998,1725,57.50000000,goaloriented,goaloriented
train-cc,043,task_engagement,goaloriented,14,12999,14453,1455,48.50000000,aimless,aimless
train-cc,043,task_engagement,aimless,15,14454,16822,2369,78.96666667,goaloriented,<END>
train-cc,043,social_engagement,solitary,0,0,1653,1654,55.13333333,<START>,parallel
train-cc,043,social_engagement,parallel,1,1654,10020,8367,278.90000000,solitary,cooperative
train-cc,043,social_engagement,cooperative,2,10021,11227,1207,40.23333333,parallel,parallel
train-cc,043,social_engagement,parallel,3,11228,11817,590,19.66666667,cooperative,cooperative
train-cc,043,social_engagement,cooperative,4,11818,16822,5005,166.83333333,parallel,<END>
train-cc,044,task_engagement,noplay,0,0,992,993,33.10000000,<START>,aimless
train-cc,044,task_engagement,aimless,1,993,3263,2271,75.70000000,noplay,goaloriented
train-cc,044,task_engagement,goaloriented,2,3264,14203,10940,364.66666667,aimless,noplay
train-cc,044,task_engagement,noplay,3,14204,14210,7,0.23333333,goaloriented,goaloriented
train-cc,044,task_engagement,goaloriented,4,14211,19754,5544,184.80000000,noplay,aimless
train-cc,044,task_engagement,aimless,5,19755,19886,132,4.40000000,goaloriented,noplay
train-cc,044,task_engagement,noplay,6,19887,20450,564,18.80000000,aimless,goaloriented
train-cc,044,task_engagement,goaloriented,7,20451,20984,534,17.80000000,noplay,aimless
train-cc,044,task_engagement,aimless,8,20985,24152,3168,105.60000000,goaloriented,noplay
train-cc,044,task_engagement,noplay,9,24153,24258,106,3.53333333,aimless,goaloriented
train-cc,044,task_engagement,goaloriented,10,24259,24749,491,16.36666667,noplay,noplay
train-cc,044,task_engagement,noplay,11,24750,25011,262,8.73333333,goaloriented,goaloriented
train-cc,044,task_engagement,goaloriented,12,25012,28659,3648,121.60000000,noplay,aimless
train-cc,044,task_engagement,aimless,13,28660,29492,833,27.76666667,goaloriented,noplay
train-cc,044,task_engagement,noplay,14,29493,30191,699,23.30000000,aimless,goaloriented
train-cc,044,task_engagement,goaloriented,15,30192,33234,3043,101.43333333,noplay,aimless
train-cc,044,task_engagement,aimless,16,33235,33506,272,9.06666667,goaloriented,noplay
train-cc,044,task_engagement,noplay,17,33507,33631,125,4.16666667,aimless,aimless
train-cc,044,task_engagement,aimless,18,33632,34051,420,14.00000000,noplay,noplay
train-cc,044,task_engagement,noplay,19,34052,34185,134,4.46666667,aimless,aimless
train-cc,044,task_engagement,aimless,20,34186,34615,430,14.33333333,noplay,noplay
train-cc,044,task_engagement,noplay,21,34616,34818,203,6.76666667,aimless,aimless
train-cc,044,task_engagement,aimless,22,34819,36900,2082,69.40000000,noplay,goaloriented
train-cc,044,task_engagement,goaloriented,23,36901,38928,2028,67.60000000,aimless,aimless
train-cc,044,task_engagement,aimless,24,38929,40488,1560,52.00000000,goaloriented,goaloriented
train-cc,044,task_engagement,goaloriented,25,40489,44432,3944,131.46666667,aimless,aimless
train-cc,044,task_engagement,aimless,26,44433,45171,739,24.63333333,goaloriented,noplay
train-cc,044,task_engagement,noplay,27,45172,45312,141,4.70000000,aimless,aimless
train-cc,044,task_engagement,aimless,28,45313,45449,137,4.56666667,noplay,noplay
train-cc,044,task_engagement,noplay,29,45450,45933,484,16.13333333,aimless,aimless
train-cc,044,task_engagement,aimless,30,45934,46683,750,25.00000000,noplay,<END>
train-cc,044,social_engagement,solitary,0,0,962,963,32.10000000,<START>,parallel
train-cc,044,social_engagement,parallel,1,963,5039,4077,135.90000000,solitary,cooperative
train-cc,044,social_engagement,cooperative,2,5040,46683,41644,1388.13333333,parallel,<END>
train-cc,051,task_engagement,noplay,0,0,1513,1514,50.46666667,<START>,goaloriented
train-cc,051,task_engagement,goaloriented,1,1514,40793,39280,1309.33333333,noplay,aimless
train-cc,051,task_engagement,aimless,2,40794,42799,2006,66.86666667,goaloriented,goaloriented
train-cc,051,task_engagement,goaloriented,3,42800,55895,13096,436.53333333,aimless,aimless
train-cc,051,task_engagement,aimless,4,55896,58798,2903,96.76666667,goaloriented,<END>
train-cc,051,social_engagement,solitary,0,0,1507,1508,50.26666667,<START>,associative
train-cc,051,social_engagement,associative,1,1508,1959,452,15.06666667,solitary,cooperative
train-cc,051,social_engagement,cooperative,2,1960,40913,38954,1298.46666667,associative,onlooker
train-cc,051,social_engagement,onlooker,3,40914,42799,1886,62.86666667,cooperative,cooperative
train-cc,051,social_engagement,cooperative,4,42800,45732,2933,97.76666667,onlooker,associative
train-cc,051,social_engagement,associative,5,45733,46806,1074,35.80000000,cooperative,cooperative
train-cc,051,social_engagement,cooperative,6,46807,47971,1165,38.83333333,associative,associative
train-cc,051,social_engagement,associative,7,47972,48385,414,13.80000000,cooperative,cooperative
train-cc,051,social_engagement,cooperative,8,48386,58798,10413,347.10000000,associative,<END>
train-cc,054,task_engagement,noplay,0,0,1702,1703,56.76666667,<START>,goaloriented
train-cc,054,task_engagement,goaloriented,1,1703,10136,8434,281.13333333,noplay,noplay
train-cc,054,task_engagement,noplay,2,10137,10525,389,12.96666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,3,10526,10686,161,5.36666667,noplay,noplay
train-cc,054,task_engagement,noplay,4,10687,10861,175,5.83333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,5,10862,11012,151,5.03333333,noplay,noplay
train-cc,054,task_engagement,noplay,6,11013,11134,122,4.06666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,7,11135,11171,37,1.23333333,noplay,noplay
train-cc,054,task_engagement,noplay,8,11172,11449,278,9.26666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,9,11450,11566,117,3.90000000,noplay,noplay
train-cc,054,task_engagement,noplay,10,11567,11846,280,9.33333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,11,11847,15599,3753,125.10000000,noplay,noplay
train-cc,054,task_engagement,noplay,12,15600,16133,534,17.80000000,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,13,16134,16242,109,3.63333333,noplay,noplay
train-cc,054,task_engagement,noplay,14,16243,16504,262,8.73333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,15,16505,25268,8764,292.13333333,noplay,noplay
train-cc,054,task_engagement,noplay,16,25269,25506,238,7.93333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,17,25507,32275,6769,225.63333333,noplay,noplay
train-cc,054,task_engagement,noplay,18,32276,32496,221,7.36666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,19,32497,32594,98,3.26666667,noplay,noplay
train-cc,054,task_engagement,noplay,20,32595,32644,50,1.66666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,21,32645,34252,1608,53.60000000,noplay,noplay
train-cc,054,task_engagement,noplay,22,34253,34339,87,2.90000000,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,23,34340,35324,985,32.83333333,noplay,noplay
train-cc,054,task_engagement,noplay,24,35325,35401,77,2.56666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,25,35402,35892,491,16.36666667,noplay,noplay
train-cc,054,task_engagement,noplay,26,35893,36094,202,6.73333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,27,36095,41962,5868,195.60000000,noplay,noplay
train-cc,054,task_engagement,noplay,28,41963,42068,106,3.53333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,29,42069,42947,879,29.30000000,noplay,aimless
train-cc,054,task_engagement,aimless,30,42948,43535,588,19.60000000,goaloriented,noplay
train-cc,054,task_engagement,noplay,31,43536,43849,314,10.46666667,aimless,aimless
train-cc,054,task_engagement,aimless,32,43850,43960,111,3.70000000,noplay,noplay
train-cc,054,task_engagement,noplay,33,43961,44501,541,18.03333333,aimless,goaloriented
train-cc,054,task_engagement,goaloriented,34,44502,45233,732,24.40000000,noplay,noplay
train-cc,054,task_engagement,noplay,35,45234,45450,217,7.23333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,36,45451,46216,766,25.53333333,noplay,aimless
train-cc,054,task_engagement,aimless,37,46217,48029,1813,60.43333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,38,48030,49568,1539,51.30000000,aimless,noplay
train-cc,054,task_engagement,noplay,39,49569,49746,178,5.93333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,40,49747,52496,2750,91.66666667,noplay,noplay
train-cc,054,task_engagement,noplay,41,52497,52672,176,5.86666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,42,52673,52986,314,10.46666667,noplay,noplay
train-cc,054,task_engagement,noplay,43,52987,53208,222,7.40000000,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,44,53209,54946,1738,57.93333333,noplay,noplay
train-cc,054,task_engagement,noplay,45,54947,55026,80,2.66666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,46,55027,64223,9197,306.56666667,noplay,noplay
train-cc,054,task_engagement,noplay,47,64224,64318,95,3.16666667,goaloriented,aimless
train-cc,054,task_engagement,aimless,48,64319,66415,2097,69.90000000,noplay,goaloriented
train-cc,054,task_engagement,goaloriented,49,66416,66852,437,14.56666667,aimless,noplay
train-cc,054,task_engagement,noplay,50,66853,66943,91,3.03333333,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,51,66944,70571,3628,120.93333333,noplay,noplay
train-cc,054,task_engagement,noplay,52,70572,70711,140,4.66666667,goaloriented,goaloriented
train-cc,054,task_engagement,goaloriented,53,70712,71834,1123,37.43333333,noplay,<END>
train-cc,054,social_engagement,solitary,0,0,1615,1616,53.86666667,<START>,parallel
train-cc,054,social_engagement,parallel,1,1616,4534,2919,97.30000000,solitary,solitary
train-cc,054,social_engagement,solitary,2,4535,4644,110,3.66666667,parallel,parallel
train-cc,054,social_engagement,parallel,3,4645,4727,83,2.76666667,solitary,onlooker
train-cc,054,social_engagement,onlooker,4,4728,5088,361,12.03333333,parallel,parallel
train-cc,054,social_engagement,parallel,5,5089,5857,769,25.63333333,onlooker,onlooker
train-cc,054,social_engagement,onlooker,6,5858,5998,141,4.70000000,parallel,parallel
train-cc,054,social_engagement,parallel,7,5999,6275,277,9.23333333,onlooker,solitary
train-cc,054,social_engagement,solitary,8,6276,6439,164,5.46666667,parallel,parallel
train-cc,054,social_engagement,parallel,9,6440,8135,1696,56.53333333,solitary,solitary
train-cc,054,social_engagement,solitary,10,8136,8228,93,3.10000000,parallel,parallel
train-cc,054,social_engagement,parallel,11,8229,11120,2892,96.40000000,solitary,onlooker
train-cc,054,social_engagement,onlooker,12,11121,11320,200,6.66666667,parallel,parallel
train-cc,054,social_engagement,parallel,13,11321,11658,338,11.26666667,onlooker,onlooker
train-cc,054,social_engagement,onlooker,14,11659,11806,148,4.93333333,parallel,parallel
train-cc,054,social_engagement,parallel,15,11807,12703,897,29.90000000,onlooker,onlooker
train-cc,054,social_engagement,onlooker,16,12704,12742,39,1.30000000,parallel,parallel
train-cc,054,social_engagement,parallel,17,12743,14500,1758,58.60000000,onlooker,solitary
train-cc,054,social_engagement,solitary,18,14501,16072,1572,52.40000000,parallel,parallel
train-cc,054,social_engagement,parallel,19,16073,18521,2449,81.63333333,solitary,solitary
train-cc,054,social_engagement,solitary,20,18522,19192,671,22.36666667,parallel,parallel
train-cc,054,social_engagement,parallel,21,19193,25189,5997,199.90000000,solitary,onlooker
train-cc,054,social_engagement,onlooker,22,25190,26222,1033,34.43333333,parallel,parallel
train-cc,054,social_engagement,parallel,23,26223,30367,4145,138.16666667,onlooker,solitary
train-cc,054,social_engagement,solitary,24,30368,30421,54,1.80000000,parallel,parallel
train-cc,054,social_engagement,parallel,25,30422,32370,1949,64.96666667,solitary,onlooker
train-cc,054,social_engagement,onlooker,26,32371,32525,155,5.16666667,parallel,parallel
train-cc,054,social_engagement,parallel,27,32526,32982,457,15.23333333,onlooker,onlooker
train-cc,054,social_engagement,onlooker,28,32983,33661,679,22.63333333,parallel,parallel
train-cc,054,social_engagement,parallel,29,33662,37240,3579,119.30000000,onlooker,solitary
train-cc,054,social_engagement,solitary,30,37241,40781,3541,118.03333333,parallel,parallel
train-cc,054,social_engagement,parallel,31,40782,41297,516,17.20000000,solitary,solitary
train-cc,054,social_engagement,solitary,32,41298,41599,302,10.06666667,parallel,parallel
train-cc,054,social_engagement,parallel,33,41600,43709,2110,70.33333333,solitary,onlooker
train-cc,054,social_engagement,onlooker,34,43710,43891,182,6.06666667,parallel,parallel
train-cc,054,social_engagement,parallel,35,43892,44849,958,31.93333333,onlooker,solitary
train-cc,054,social_engagement,solitary,36,44850,44983,134,4.46666667,parallel,parallel
train-cc,054,social_engagement,parallel,37,44984,48358,3375,112.50000000,solitary,solitary
train-cc,054,social_engagement,solitary,38,48359,48964,606,20.20000000,parallel,parallel
train-cc,054,social_engagement,parallel,39,48965,52686,3722,124.06666667,solitary,solitary
train-cc,054,social_engagement,solitary,40,52687,52862,176,5.86666667,parallel,parallel
train-cc,054,social_engagement,parallel,41,52863,55549,2687,89.56666667,solitary,solitary
train-cc,054,social_engagement,solitary,42,55550,55658,109,3.63333333,parallel,parallel
train-cc,054,social_engagement,parallel,43,55659,62117,6459,215.30000000,solitary,solitary
train-cc,054,social_engagement,solitary,44,62118,62537,420,14.00000000,parallel,parallel
train-cc,054,social_engagement,parallel,45,62538,67638,5101,170.03333333,solitary,cooperative
train-cc,054,social_engagement,cooperative,46,67639,71834,4196,139.86666667,parallel,<END>
train-cc,058,task_engagement,noplay,0,0,388,389,12.96666667,<START>,aimless
train-cc,058,task_engagement,aimless,1,389,467,79,2.63333333,noplay,noplay
train-cc,058,task_engagement,noplay,2,468,1339,872,29.06666667,aimless,aimless
train-cc,058,task_engagement,aimless,3,1340,1593,254,8.46666667,noplay,noplay
train-cc,058,task_engagement,noplay,4,1594,1725,132,4.40000000,aimless,aimless
train-cc,058,task_engagement,aimless,5,1726,2251,526,17.53333333,noplay,noplay
train-cc,058,task_engagement,noplay,6,2252,3396,1145,38.16666667,aimless,aimless
train-cc,058,task_engagement,aimless,7,3397,3527,131,4.36666667,noplay,noplay
train-cc,058,task_engagement,noplay,8,3528,3695,168,5.60000000,aimless,aimless
train-cc,058,task_engagement,aimless,9,3696,3822,127,4.23333333,noplay,goaloriented
train-cc,058,task_engagement,goaloriented,10,3823,4283,461,15.36666667,aimless,adultseeking
train-cc,058,task_engagement,adultseeking,11,4284,4414,131,4.36666667,goaloriented,goaloriented
train-cc,058,task_engagement,goaloriented,12,4415,4656,242,8.06666667,adultseeking,noplay
train-cc,058,task_engagement,noplay,13,4657,5545,889,29.63333333,goaloriented,aimless
train-cc,058,task_engagement,aimless,14,5546,5652,107,3.56666667,noplay,goaloriented
train-cc,058,task_engagement,goaloriented,15,5653,6001,349,11.63333333,aimless,aimless
train-cc,058,task_engagement,aimless,16,6002,6444,443,14.76666667,goaloriented,noplay
train-cc,058,task_engagement,noplay,17,6445,7453,1009,33.63333333,aimless,aimless
train-cc,058,task_engagement,aimless,18,7454,9771,2318,77.26666667,noplay,noplay
train-cc,058,task_engagement,noplay,19,9772,9935,164,5.46666667,aimless,aimless
train-cc,058,task_engagement,aimless,20,9936,10185,250,8.33333333,noplay,noplay
train-cc,058,task_engagement,noplay,21,10186,10486,301,10.03333333,aimless,adultseeking
train-cc,058,task_engagement,adultseeking,22,10487,10962,476,15.86666667,noplay,aimless
train-cc,058,task_engagement,aimless,23,10963,13165,2203,73.43333333,adultseeking,noplay
train-cc,058,task_engagement,noplay,24,13166,13710,545,18.16666667,aimless,aimless
train-cc,058,task_engagement,aimless,25,13711,16060,2350,78.33333333,noplay,noplay
train-cc,058,task_engagement,noplay,26,16061,16863,803,26.76666667,aimless,aimless
train-cc,058,task_engagement,aimless,27,16864,17891,1028,34.26666667,noplay,noplay
train-cc,058,task_engagement,noplay,28,17892,18094,203,6.76666667,aimless,goaloriented
train-cc,058,task_engagement,goaloriented,29,18095,18803,709,23.63333333,noplay,noplay
train-cc,058,task_engagement,noplay,30,18804,18929,126,4.20000000,goaloriented,goaloriented
train-cc,058,task_engagement,goaloriented,31,18930,19768,839,27.96666667,noplay,noplay
train-cc,058,task_engagement,noplay,32,19769,20196,428,14.26666667,goaloriented,goaloriented
train-cc,058,task_engagement,goaloriented,33,20197,21270,1074,35.80000000,noplay,noplay
train-cc,058,task_engagement,noplay,34,21271,22792,1522,50.73333333,goaloriented,aimless
train-cc,058,task_engagement,aimless,35,22793,23160,368,12.26666667,noplay,noplay
train-cc,058,task_engagement,noplay,36,23161,24504,1344,44.80000000,aimless,adultseeking
train-cc,058,task_engagement,adultseeking,37,24505,24639,135,4.50000000,noplay,noplay
train-cc,058,task_engagement,noplay,38,24640,24676,37,1.23333333,adultseeking,aimless
train-cc,058,task_engagement,aimless,39,24677,25440,764,25.46666667,noplay,noplay
train-cc,058,task_engagement,noplay,40,25441,25795,355,11.83333333,aimless,goaloriented
train-cc,058,task_engagement,goaloriented,41,25796,27364,1569,52.30000000,noplay,noplay
train-cc,058,task_engagement,noplay,42,27365,27427,63,2.10000000,goaloriented,aimless
train-cc,058,task_engagement,aimless,43,27428,27954,527,17.56666667,noplay,noplay
train-cc,058,task_engagement,noplay,44,27955,28855,901,30.03333333,aimless,aimless
train-cc,058,task_engagement,aimless,45,28856,29359,504,16.80000000,noplay,noplay
train-cc,058,task_engagement,noplay,46,29360,29623,264,8.80000000,aimless,aimless
train-cc,058,task_engagement,aimless,47,29624,29892,269,8.96666667,noplay,noplay
train-cc,058,task_engagement,noplay,48,29893,30429,537,17.90000000,aimless,goaloriented
train-cc,058,task_engagement,goaloriented,49,30430,30647,218,7.26666667,noplay,noplay
train-cc,058,task_engagement,noplay,50,30648,31669,1022,34.06666667,goaloriented,aimless
train-cc,058,task_engagement,aimless,51,31670,32233,564,18.80000000,noplay,noplay
train-cc,058,task_engagement,noplay,52,32234,32635,402,13.40000000,aimless,aimless
train-cc,058,task_engagement,aimless,53,32636,32730,95,3.16666667,noplay,noplay
train-cc,058,task_engagement,noplay,54,32731,32920,190,6.33333333,aimless,aimless
train-cc,058,task_engagement,aimless,55,32921,33052,132,4.40000000,noplay,noplay
train-cc,058,task_engagement,noplay,56,33053,33569,517,17.23333333,aimless,aimless
train-cc,058,task_engagement,aimless,57,33570,33771,202,6.73333333,noplay,noplay
train-cc,058,task_engagement,noplay,58,33772,34168,397,13.23333333,aimless,aimless
train-cc,058,task_engagement,aimless,59,34169,35478,1310,43.66666667,noplay,goaloriented
train-cc,058,task_engagement,goaloriented,60,35479,36387,909,30.30000000,aimless,aimless
train-cc,058,task_engagement,aimless,61,36388,37258,871,29.03333333,goaloriented,goaloriented
train-cc,058,task_engagement,goaloriented,62,37259,37543,285,9.50000000,aimless,noplay
train-cc,058,task_engagement,noplay,63,37544,37619,76,2.53333333,goaloriented,aimless
train-cc,058,task_engagement,aimless,64,37620,38777,1158,38.60000000,noplay,noplay
train-cc,058,task_engagement,noplay,65,38778,43513,4736,157.86666667,aimless,aimless
train-cc,058,task_engagement,aimless,66,43514,43734,221,7.36666667,noplay,noplay
train-cc,058,task_engagement,noplay,67,43735,43866,132,4.40000000,aimless,aimless
train-cc,058,task_engagement,aimless,68,43867,43960,94,3.13333333,noplay,noplay
train-cc,058,task_engagement,noplay,69,43961,44160,200,6.66666667,aimless,aimless
train-cc,058,task_engagement,aimless,70,44161,45295,1135,37.83333333,noplay,noplay
train-cc,058,task_engagement,noplay,71,45296,45778,483,16.10000000,aimless,aimless
train-cc,058,task_engagement,aimless,72,45779,45969,191,6.36666667,noplay,noplay
train-cc,058,task_engagement,noplay,73,45970,46415,446,14.86666667,aimless,aimless
train-cc,058,task_engagement,aimless,74,46416,48138,1723,57.43333333,noplay,noplay
train-cc,058,task_engagement,noplay,75,48139,48229,91,3.03333333,aimless,aimless
train-cc,058,task_engagement,aimless,76,48230,48627,398,13.26666667,noplay,goaloriented
train-cc,058,task_engagement,goaloriented,77,48628,48876,249,8.30000000,aimless,noplay
train-cc,058,task_engagement,noplay,78,48877,49338,462,15.40000000,goaloriented,aimless
train-cc,058,task_engagement,aimless,79,49339,49955,617,20.56666667,noplay,noplay
train-cc,058,task_engagement,noplay,80,49956,50191,236,7.86666667,aimless,<END>
train-cc,058,social_engagement,solitary,0,0,1558,1559,51.96666667,<START>,parallel
train-cc,058,social_engagement,parallel,1,1559,8339,6781,226.03333333,solitary,cooperative
train-cc,058,social_engagement,cooperative,2,8340,11878,3539,117.96666667,parallel,parallel
train-cc,058,social_engagement,parallel,3,11879,16839,4961,165.36666667,cooperative,cooperative
train-cc,058,social_engagement,cooperative,4,16840,17917,1078,35.93333333,parallel,parallel
train-cc,058,social_engagement,parallel,5,17918,18173,256,8.53333333,cooperative,cooperative
train-cc,058,social_engagement,cooperative,6,18174,18816,643,21.43333333,parallel,parallel
train-cc,058,social_engagement,parallel,7,18817,19295,479,15.96666667,cooperative,cooperative
train-cc,058,social_engagement,cooperative,8,19296,22834,3539,117.96666667,parallel,parallel
train-cc,058,social_engagement,parallel,9,22835,25492,2658,88.60000000,cooperative,cooperative
train-cc,058,social_engagement,cooperative,10,25493,43408,17916,597.20000000,parallel,parallel
train-cc,058,social_engagement,parallel,11,43409,47182,3774,125.80000000,cooperative,cooperative
train-cc,058,social_engagement,cooperative,12,47183,50191,3009,100.30000000,parallel,<END>
train-cc,060,task_engagement,noplay,0,0,1772,1773,59.10000000,<START>,goaloriented
train-cc,060,task_engagement,goaloriented,1,1773,3464,1692,56.40000000,noplay,noplay
train-cc,060,task_engagement,noplay,2,3465,4134,670,22.33333333,goaloriented,adultseeking
train-cc,060,task_engagement,adultseeking,3,4135,4239,105,3.50000000,noplay,goaloriented
train-cc,060,task_engagement,goaloriented,4,4240,4334,95,3.16666667,adultseeking,adultseeking
train-cc,060,task_engagement,adultseeking,5,4335,4395,61,2.03333333,goaloriented,goaloriented
train-cc,060,task_engagement,goaloriented,6,4396,4465,70,2.33333333,adultseeking,adultseeking
train-cc,060,task_engagement,adultseeking,7,4466,4560,95,3.16666667,goaloriented,goaloriented
train-cc,060,task_engagement,goaloriented,8,4561,5493,933,31.10000000,adultseeking,adultseeking
train-cc,060,task_engagement,adultseeking,9,5494,5604,111,3.70000000,goaloriented,goaloriented
train-cc,060,task_engagement,goaloriented,10,5605,13350,7746,258.20000000,adultseeking,<END>
train-cc,060,social_engagement,solitary,0,0,1440,1441,48.03333333,<START>,parallel
train-cc,060,social_engagement,parallel,1,1441,1914,474,15.80000000,solitary,associative
train-cc,060,social_engagement,associative,2,1915,2745,831,27.70000000,parallel,cooperative
train-cc,060,social_engagement,cooperative,3,2746,7320,4575,152.50000000,associative,associative
train-cc,060,social_engagement,associative,4,7321,7566,246,8.20000000,cooperative,cooperative
train-cc,060,social_engagement,cooperative,5,7567,7778,212,7.06666667,associative,associative
train-cc,060,social_engagement,associative,6,7779,8133,355,11.83333333,cooperative,cooperative
train-cc,060,social_engagement,cooperative,7,8134,13350,5217,173.90000000,associative,<END>
train-cc,061,task_engagement,noplay,0,0,1275,1276,42.53333333,<START>,aimless
train-cc,061,task_engagement,aimless,1,1276,1322,47,1.56666667,noplay,goaloriented
train-cc,061,task_engagement,goaloriented,2,1323,1506,184,6.13333333,aimless,noplay
train-cc,061,task_engagement,noplay,3,1507,1860,354,11.80000000,goaloriented,goaloriented
train-cc,061,task_engagement,goaloriented,4,1861,2472,612,20.40000000,noplay,noplay
train-cc,061,task_engagement,noplay,5,2473,2752,280,9.33333333,goaloriented,goaloriented
train-cc,061,task_engagement,goaloriented,6,2753,3700,948,31.60000000,noplay,noplay
train-cc,061,task_engagement,noplay,7,3701,3821,121,4.03333333,goaloriented,aimless
train-cc,061,task_engagement,aimless,8,3822,4630,809,26.96666667,noplay,noplay
train-cc,061,task_engagement,noplay,9,4631,4986,356,11.86666667,aimless,aimless
train-cc,061,task_engagement,aimless,10,4987,5402,416,13.86666667,noplay,noplay
train-cc,061,task_engagement,noplay,11,5403,5630,228,7.60000000,aimless,aimless
train-cc,061,task_engagement,aimless,12,5631,5850,220,7.33333333,noplay,goaloriented
train-cc,061,task_engagement,goaloriented,13,5851,10252,4402,146.73333333,aimless,aimless
train-cc,061,task_engagement,aimless,14,10253,10760,508,16.93333333,goaloriented,noplay
train-cc,061,task_engagement,noplay,15,10761,10878,118,3.93333333,aimless,aimless
train-cc,061,task_engagement,aimless,16,10879,12747,1869,62.30000000,noplay,goaloriented
train-cc,061,task_engagement,goaloriented,17,12748,13077,330,11.00000000,aimless,noplay
train-cc,061,task_engagement,noplay,18,13078,13319,242,8.06666667,goaloriented,goaloriented
train-cc,061,task_engagement,goaloriented,19,13320,14046,727,24.23333333,noplay,aimless
train-cc,061,task_engagement,aimless,20,14047,15113,1067,35.56666667,goaloriented,goaloriented
train-cc,061,task_engagement,goaloriented,21,15114,17213,2100,70.00000000,aimless,noplay
train-cc,061,task_engagement,noplay,22,17214,17728,515,17.16666667,goaloriented,aimless
train-cc,061,task_engagement,aimless,23,17729,17812,84,2.80000000,noplay,noplay
train-cc,061,task_engagement,noplay,24,17813,20076,2264,75.46666667,aimless,aimless
train-cc,061,task_engagement,aimless,25,20077,21042,966,32.20000000,noplay,noplay
train-cc,061,task_engagement,noplay,26,21043,21290,248,8.26666667,aimless,aimless
train-cc,061,task_engagement,aimless,27,21291,21845,555,18.50000000,noplay,noplay
train-cc,061,task_engagement,noplay,28,21846,22228,383,12.76666667,aimless,aimless
train-cc,061,task_engagement,aimless,29,22229,24233,2005,66.83333333,noplay,noplay
train-cc,061,task_engagement,noplay,30,24234,24258,25,0.83333333,aimless,aimless
train-cc,061,task_engagement,aimless,31,24259,26422,2164,72.13333333,noplay,noplay
train-cc,061,task_engagement,noplay,32,26423,26423,1,0.03333333,aimless,aimless
train-cc,061,task_engagement,aimless,33,26424,26452,29,0.96666667,noplay,noplay
train-cc,061,task_engagement,noplay,34,26453,26616,164,5.46666667,aimless,aimless
train-cc,061,task_engagement,aimless,35,26617,27969,1353,45.10000000,noplay,noplay
train-cc,061,task_engagement,noplay,36,27970,29630,1661,55.36666667,aimless,aimless
